ItemID,ItemName,Category,MovementType,Quantity,Date
1,Laptop,Electronics,OUT,4,2025-07-12
5,Notebook,Stationery,IN,2,2025-07-10
5,Notebook,Stationery,IN,5,2025-07-28
4,Monitor,Electronics,OUT,5,2025-07-14
5,Notebook,Stationery,OUT,16,2025-07-26
3,Chair,Furniture,OUT,11,2025-07-04
3,Chair,Furniture,OUT,19,2025-07-26
1,Laptop,Electronics,OUT,3,2025-07-31
5,Notebook,Stationery,IN,10,2025-07-18
5,Notebook,Stationery,IN,18,2025-07-05
4,Monitor,Electronics,OUT,20,2025-07-05
4,Monitor,Electronics,IN,19,2025-07-03
2,Desk,Furniture,IN,2,2025-07-30
3,Chair,Furniture,OUT,9,2025-07-22
5,Notebook,Stationery,OUT,1,2025-07-18
5,Notebook,Stationery,IN,17,2025-07-20
5,Notebook,Stationery,IN,19,2025-07-03
2,Desk,Furniture,OUT,9,2025-07-21
1,Laptop,Electronics,IN,15,2025-07-03
3,Chair,Furniture,IN,10,2025-07-02
3,Chair,Furniture,IN,10,2025-07-13
2,Desk,Furniture,OUT,14,2025-07-12
5,Notebook,Stationery,OUT,4,2025-07-15
5,Notebook,Stationery,OUT,18,2025-07-12
4,Monitor,Electronics,IN,12,2025-07-24
4,Monitor,Electronics,IN,18,2025-07-03
1,Laptop,Electronics,IN,8,2025-07-17
2,Desk,Furniture,IN,17,2025-07-28
2,Desk,Furniture,IN,17,2025-07-20
5,Notebook,Stationery,OUT,7,2025-07-18
5,Notebook,Stationery,OUT,2,2025-07-04
3,Chair,Furniture,IN,10,2025-07-18
2,Desk,Furniture,OUT,12,2025-07-26
1,Laptop,Electronics,IN,18,2025-07-08
4,Monitor,Electronics,IN,2,2025-07-04
5,Notebook,Stationery,OUT,16,2025-07-02
4,Monitor,Electronics,OUT,9,2025-07-28
2,Desk,Furniture,IN,9,2025-07-11
1,Laptop,Electronics,IN,1,2025-07-08
1,Laptop,Electronics,IN,14,2025-07-04
1,Laptop,Electronics,IN,15,2025-07-18
4,Monitor,Electronics,OUT,11,2025-07-09
1,Laptop,Electronics,IN,20,2025-07-24
2,Desk,Furniture,OUT,13,2025-07-27
5,Notebook,Stationery,IN,1,2025-07-19
1,Laptop,Electronics,IN,2,2025-07-08
5,Notebook,Stationery,IN,13,2025-07-05
1,Laptop,Electronics,IN,19,2025-07-30
2,Desk,Furniture,OUT,6,2025-07-26
4,Monitor,Electronics,OUT,1,2025-07-24
3,Chair,Furniture,IN,8,2025-07-12
1,Laptop,Electronics,OUT,7,2025-07-24
4,Monitor,Electronics,OUT,5,2025-07-16
3,Chair,Furniture,IN,12,2025-07-16
3,Chair,Furniture,OUT,8,2025-07-22
4,Monitor,Electronics,OUT,15,2025-07-20
1,Laptop,Electronics,OUT,19,2025-07-10
1,Laptop,Electronics,IN,9,2025-07-22
3,Chair,Furniture,OUT,7,2025-07-04
5,Notebook,Stationery,IN,11,2025-07-24
2,Desk,Furniture,IN,19,2025-07-06
1,Laptop,Electronics,IN,4,2025-07-02
2,Desk,Furniture,OUT,1,2025-07-12
3,Chair,Furniture,OUT,17,2025-07-21
3,Chair,Furniture,OUT,9,2025-07-24
5,Notebook,Stationery,OUT,11,2025-07-27
5,Notebook,Stationery,IN,20,2025-07-18
2,Desk,Furniture,OUT,10,2025-07-11
1,Laptop,Electronics,IN,6,2025-07-15
5,Notebook,Stationery,OUT,13,2025-07-03
5,Notebook,Stationery,IN,12,2025-07-31
4,Monitor,Electronics,IN,11,2025-07-14
4,Monitor,Electronics,OUT,1,2025-07-26
4,Monitor,Electronics,IN,18,2025-07-19
3,Chair,Furniture,OUT,3,2025-07-15
5,Notebook,Stationery,IN,17,2025-07-29
1,Laptop,Electronics,IN,6,2025-07-06
4,Monitor,Electronics,IN,12,2025-07-08
2,Desk,Furniture,OUT,2,2025-07-21
2,Desk,Furniture,OUT,16,2025-07-07
3,Chair,Furniture,IN,19,2025-07-17
3,Chair,Furniture,IN,3,2025-07-31
2,Desk,Furniture,OUT,2,2025-07-06
3,Chair,Furniture,IN,1,2025-07-15
5,Notebook,Stationery,IN,12,2025-07-02
3,Chair,Furniture,IN,2,2025-07-23
5,Notebook,Stationery,OUT,17,2025-07-12
1,Laptop,Electronics,IN,3,2025-07-11
1,Laptop,Electronics,OUT,3,2025-07-16
2,Desk,Furniture,IN,6,2025-07-10
5,Notebook,Stationery,OUT,6,2025-07-13
5,Notebook,Stationery,IN,12,2025-07-25
5,Notebook,Stationery,OUT,10,2025-07-20
5,Notebook,Stationery,OUT,7,2025-07-18
2,Desk,Furniture,OUT,16,2025-07-25
4,Monitor,Electronics,IN,3,2025-07-27
4,Monitor,Electronics,OUT,7,2025-07-03
3,Chair,Furniture,OUT,3,2025-07-17
2,Desk,Furniture,IN,3,2025-07-28
1,Laptop,Electronics,OUT,11,2025-07-15
4,Monitor,Electronics,OUT,3,2025-07-17
5,Notebook,Stationery,IN,15,2025-07-30
5,Notebook,Stationery,OUT,14,2025-07-05
2,Desk,Furniture,OUT,7,2025-07-02
3,Chair,Furniture,OUT,2,2025-07-26
3,Chair,Furniture,OUT,16,2025-07-29
5,Notebook,Stationery,IN,14,2025-07-10
3,Chair,Furniture,IN,11,2025-07-24
5,Notebook,Stationery,OUT,11,2025-07-06
4,Monitor,Electronics,OUT,19,2025-07-20
4,Monitor,Electronics,IN,2,2025-07-13
3,Chair,Furniture,OUT,17,2025-07-16
3,Chair,Furniture,IN,3,2025-07-15
2,Desk,Furniture,OUT,12,2025-07-08
3,Chair,Furniture,IN,6,2025-07-23
4,Monitor,Electronics,OUT,12,2025-07-29
4,Monitor,Electronics,OUT,20,2025-07-14
4,Monitor,Electronics,OUT,10,2025-07-12
3,Chair,Furniture,IN,11,2025-07-31
4,Monitor,Electronics,IN,18,2025-07-29
4,Monitor,Electronics,OUT,2,2025-07-11
5,Notebook,Stationery,IN,17,2025-07-29
4,Monitor,Electronics,IN,16,2025-07-04
4,Monitor,Electronics,OUT,15,2025-07-23
2,Desk,Furniture,OUT,6,2025-07-22
3,Chair,Furniture,OUT,17,2025-07-19
3,Chair,Furniture,IN,13,2025-07-11
1,Laptop,Electronics,IN,1,2025-07-12
3,Chair,Furniture,IN,12,2025-07-26
3,Chair,Furniture,IN,1,2025-07-27
5,Notebook,Stationery,IN,10,2025-07-31
3,Chair,Furniture,IN,9,2025-07-20
4,Monitor,Electronics,IN,10,2025-07-17
4,Monitor,Electronics,OUT,3,2025-07-12
5,Notebook,Stationery,OUT,7,2025-07-16
2,Desk,Furniture,OUT,1,2025-07-10
1,Laptop,Electronics,OUT,2,2025-07-25
4,Monitor,Electronics,OUT,7,2025-07-17
3,Chair,Furniture,OUT,16,2025-07-03
3,Chair,Furniture,IN,11,2025-07-08
4,Monitor,Electronics,OUT,5,2025-07-19
2,Desk,Furniture,OUT,19,2025-07-17
3,Chair,Furniture,IN,1,2025-07-07
3,Chair,Furniture,OUT,17,2025-07-20
3,Chair,Furniture,IN,1,2025-07-24
4,Monitor,Electronics,OUT,5,2025-07-30
5,Notebook,Stationery,OUT,13,2025-07-05
2,Desk,Furniture,OUT,6,2025-07-11
1,Laptop,Electronics,IN,19,2025-07-25
2,Desk,Furniture,IN,19,2025-07-12
2,Desk,Furniture,OUT,18,2025-07-22
5,Notebook,Stationery,IN,16,2025-07-08
5,Notebook,Stationery,IN,13,2025-07-12
5,Notebook,Stationery,IN,11,2025-07-30
1,Laptop,Electronics,IN,6,2025-07-14
3,Chair,Furniture,OUT,11,2025-07-29
1,Laptop,Electronics,IN,4,2025-07-12
3,Chair,Furniture,OUT,2,2025-07-25
3,Chair,Furniture,IN,13,2025-07-18
5,Notebook,Stationery,OUT,8,2025-07-30
2,Desk,Furniture,OUT,16,2025-07-28
5,Notebook,Stationery,OUT,12,2025-07-27
4,Monitor,Electronics,OUT,5,2025-07-25
2,Desk,Furniture,OUT,17,2025-07-24
4,Monitor,Electronics,OUT,8,2025-07-23
5,Notebook,Stationery,OUT,20,2025-07-31
4,Monitor,Electronics,OUT,2,2025-07-24
3,Chair,Furniture,OUT,11,2025-07-31
5,Notebook,Stationery,IN,18,2025-07-04
5,Notebook,Stationery,OUT,11,2025-07-08
1,Laptop,Electronics,OUT,17,2025-07-04
3,Chair,Furniture,OUT,5,2025-07-08
1,Laptop,Electronics,IN,16,2025-07-28
4,Monitor,Electronics,IN,10,2025-07-20
4,Monitor,Electronics,IN,4,2025-07-02
5,Notebook,Stationery,OUT,5,2025-07-11
4,Monitor,Electronics,IN,8,2025-07-09
5,Notebook,Stationery,OUT,15,2025-07-02
4,Monitor,Electronics,OUT,4,2025-07-04
1,Laptop,Electronics,IN,15,2025-07-04
3,Chair,Furniture,OUT,17,2025-07-18
5,Notebook,Stationery,OUT,8,2025-07-12
2,Desk,Furniture,OUT,7,2025-07-06
5,Notebook,Stationery,IN,9,2025-07-30
1,Laptop,Electronics,OUT,16,2025-07-20
4,Monitor,Electronics,OUT,7,2025-07-21
2,Desk,Furniture,OUT,12,2025-07-09
3,Chair,Furniture,IN,5,2025-07-12
5,Notebook,Stationery,IN,5,2025-07-08
1,Laptop,Electronics,IN,16,2025-07-16
2,Desk,Furniture,IN,16,2025-07-25
2,Desk,Furniture,OUT,3,2025-07-10
3,Chair,Furniture,IN,10,2025-07-02
5,Notebook,Stationery,OUT,19,2025-07-21
3,Chair,Furniture,IN,2,2025-07-24
1,Laptop,Electronics,OUT,18,2025-07-07
5,Notebook,Stationery,IN,19,2025-07-05
1,Laptop,Electronics,OUT,19,2025-07-24
4,Monitor,Electronics,IN,12,2025-07-25
2,Desk,Furniture,IN,19,2025-07-05
4,Monitor,Electronics,IN,20,2025-07-23
5,Notebook,Stationery,IN,17,2025-07-17
3,Chair,Furniture,IN,6,2025-07-28
3,Chair,Furniture,OUT,9,2025-07-29
1,Laptop,Electronics,IN,1,2025-07-06
5,Notebook,Stationery,OUT,14,2025-07-20
3,Chair,Furniture,IN,11,2025-07-11
4,Monitor,Electronics,IN,10,2025-07-08
5,Notebook,Stationery,OUT,1,2025-07-15
3,Chair,Furniture,IN,2,2025-07-03
3,Chair,Furniture,IN,7,2025-07-21
3,Chair,Furniture,IN,8,2025-07-26
1,Laptop,Electronics,IN,8,2025-07-09
4,Monitor,Electronics,OUT,16,2025-07-19
3,Chair,Furniture,IN,8,2025-07-25
5,Notebook,Stationery,OUT,12,2025-07-22
2,Desk,Furniture,OUT,11,2025-07-06
3,Chair,Furniture,OUT,11,2025-07-04
3,Chair,Furniture,IN,3,2025-07-04
4,Monitor,Electronics,IN,2,2025-07-17
3,Chair,Furniture,IN,15,2025-07-29
3,Chair,Furniture,IN,11,2025-07-15
5,Notebook,Stationery,IN,7,2025-07-07
1,Laptop,Electronics,IN,3,2025-07-14
2,Desk,Furniture,OUT,14,2025-07-16
4,Monitor,Electronics,OUT,9,2025-07-03
3,Chair,Furniture,OUT,18,2025-07-06
1,Laptop,Electronics,OUT,11,2025-07-14
1,Laptop,Electronics,IN,17,2025-07-31
5,Notebook,Stationery,OUT,13,2025-07-11
2,Desk,Furniture,IN,16,2025-07-07
5,Notebook,Stationery,IN,5,2025-07-18
3,Chair,Furniture,OUT,8,2025-07-13
3,Chair,Furniture,IN,12,2025-07-07
1,Laptop,Electronics,OUT,1,2025-07-06
4,Monitor,Electronics,IN,17,2025-07-14
3,Chair,Furniture,IN,6,2025-07-23
1,Laptop,Electronics,OUT,9,2025-07-05
1,Laptop,Electronics,IN,2,2025-07-24
4,Monitor,Electronics,IN,4,2025-07-12
5,Notebook,Stationery,OUT,1,2025-07-27
5,Notebook,Stationery,IN,13,2025-07-26
3,Chair,Furniture,OUT,6,2025-07-19
5,Notebook,Stationery,IN,12,2025-07-24
5,Notebook,Stationery,IN,17,2025-07-29
4,Monitor,Electronics,OUT,11,2025-07-22
3,Chair,Furniture,OUT,7,2025-07-18
1,Laptop,Electronics,OUT,10,2025-07-12
3,Chair,Furniture,OUT,16,2025-07-26
5,Notebook,Stationery,IN,5,2025-07-22
2,Desk,Furniture,OUT,19,2025-07-08
4,Monitor,Electronics,IN,9,2025-07-22
1,Laptop,Electronics,IN,5,2025-07-14
2,Desk,Furniture,OUT,12,2025-07-20
5,Notebook,Stationery,OUT,7,2025-07-20
2,Desk,Furniture,IN,7,2025-07-10
2,Desk,Furniture,OUT,4,2025-07-29
1,Laptop,Electronics,OUT,1,2025-07-16
3,Chair,Furniture,IN,6,2025-07-02
1,Laptop,Electronics,OUT,20,2025-07-15
3,Chair,Furniture,IN,9,2025-07-16
1,Laptop,Electronics,OUT,5,2025-07-11
